,loss,step,model,iteration,degree_correction
0,36396.9140625,0,NAA,0,False
1,33592.265625,20,NAA,0,False
2,29426.548828125,40,NAA,0,False
3,27199.3828125,60,NAA,0,False
4,25390.5703125,80,NAA,0,False
5,23162.69921875,100,NAA,0,False
6,20899.724609375,120,NAA,0,False
7,19332.33984375,140,NAA,0,False
8,18306.8671875,160,NAA,0,False
9,17544.01171875,180,NAA,0,False
10,16691.990234375,200,NAA,0,False
11,16145.119140625,220,NAA,0,False
12,15764.259765625,240,NAA,0,False
13,15515.1748046875,260,NAA,0,False
14,15337.61328125,280,NAA,0,False
15,15198.419921875,300,NAA,0,False
16,15095.935546875,320,NAA,0,False
17,14992.080078125,340,NAA,0,False
18,14891.8134765625,360,NAA,0,False
19,14672.0791015625,380,NAA,0,False
20,14585.37890625,400,NAA,0,False
21,14531.283203125,420,NAA,0,False
22,14472.8212890625,440,NAA,0,False
23,14428.111328125,460,NAA,0,False
24,14376.525390625,480,NAA,0,False
25,14327.27734375,500,NAA,0,False
26,14293.4609375,520,NAA,0,False
27,14276.1962890625,540,NAA,0,False
28,14266.408203125,560,NAA,0,False
29,14257.26953125,580,NAA,0,False
30,14243.9521484375,600,NAA,0,False
31,14213.828125,620,NAA,0,False
32,14163.501953125,640,NAA,0,False
33,14078.748046875,660,NAA,0,False
34,14044.7255859375,680,NAA,0,False
35,14027.12890625,700,NAA,0,False
36,14005.259765625,720,NAA,0,False
37,13971.83203125,740,NAA,0,False
38,13937.833984375,760,NAA,0,False
39,13914.837890625,780,NAA,0,False
40,13902.0556640625,800,NAA,0,False
41,13895.564453125,820,NAA,0,False
42,13890.8115234375,840,NAA,0,False
43,13886.525390625,860,NAA,0,False
44,13882.4462890625,880,NAA,0,False
45,13871.55859375,900,NAA,0,False
46,13851.58984375,920,NAA,0,False
47,13838.5712890625,940,NAA,0,False
48,13829.7890625,960,NAA,0,False
49,13820.14453125,980,NAA,0,False
50,13798.7890625,1000,NAA,0,False
51,13775.3994140625,1020,NAA,0,False
52,13764.7666015625,1040,NAA,0,False
53,13754.1015625,1060,NAA,0,False
54,13743.8798828125,1080,NAA,0,False
55,13734.203125,1100,NAA,0,False
56,13724.80859375,1120,NAA,0,False
57,13720.8203125,1140,NAA,0,False
58,13718.7275390625,1160,NAA,0,False
59,13717.142578125,1180,NAA,0,False
60,13715.7119140625,1200,NAA,0,False
61,13714.16796875,1220,NAA,0,False
62,13712.1484375,1240,NAA,0,False
63,13707.6171875,1260,NAA,0,False
64,13702.740234375,1280,NAA,0,False
65,13700.669921875,1300,NAA,0,False
66,13698.107421875,1320,NAA,0,False
67,13674.732421875,1340,NAA,0,False
68,13639.5615234375,1360,NAA,0,False
69,13629.8125,1380,NAA,0,False
70,13598.396484375,1400,NAA,0,False
