,loss,step,model,iteration,degree_correction
0,39249.2734375,0,NAA,0,False
1,38065.8828125,20,NAA,0,False
2,36040.5,40,NAA,0,False
3,34270.203125,60,NAA,0,False
4,32132.64453125,80,NAA,0,False
5,28491.078125,100,NAA,0,False
6,24947.224609375,120,NAA,0,False
7,22693.20703125,140,NAA,0,False
8,21159.81640625,160,NAA,0,False
9,20056.33984375,180,NAA,0,False
10,19334.40234375,200,NAA,0,False
11,18925.078125,220,NAA,0,False
12,18427.359375,240,NAA,0,False
13,17972.291015625,260,NAA,0,False
14,17714.92578125,280,NAA,0,False
15,17283.75,300,NAA,0,False
16,16671.298828125,320,NAA,0,False
17,16292.8349609375,340,NAA,0,False
18,16149.0654296875,360,NAA,0,False
19,16038.6845703125,380,NAA,0,False
20,15979.0751953125,400,NAA,0,False
21,15939.5947265625,420,NAA,0,False
22,15921.767578125,440,NAA,0,False
23,15907.71875,460,NAA,0,False
24,15893.26171875,480,NAA,0,False
25,15882.703125,500,NAA,0,False
26,15873.6650390625,520,NAA,0,False
27,15866.291015625,540,NAA,0,False
28,15860.30078125,560,NAA,0,False
29,15852.564453125,580,NAA,0,False
30,15823.3515625,600,NAA,0,False
31,15812.1650390625,620,NAA,0,False
32,15807.609375,640,NAA,0,False
33,15804.314453125,660,NAA,0,False
34,15801.4541015625,680,NAA,0,False
35,15798.8671875,700,NAA,0,False
36,15796.4873046875,720,NAA,0,False
37,15794.265625,740,NAA,0,False
38,15792.177734375,760,NAA,0,False
39,15790.2373046875,780,NAA,0,False
40,15788.46875,800,NAA,0,False
41,15786.80078125,820,NAA,0,False
42,15785.025390625,840,NAA,0,False
43,15781.423828125,860,NAA,0,False
44,15758.8955078125,880,NAA,0,False
45,15753.052734375,900,NAA,0,False
46,15750.734375,920,NAA,0,False
47,15749.2421875,940,NAA,0,False
48,15748.056640625,960,NAA,0,False
49,15746.9697265625,980,NAA,0,False
50,15745.9208984375,1000,NAA,0,False
51,15744.8759765625,1020,NAA,0,False
52,15743.765625,1040,NAA,0,False
53,15742.294921875,1060,NAA,0,False
54,15737.5771484375,1080,NAA,0,False
55,15701.4521484375,1100,NAA,0,False
56,15687.2646484375,1120,NAA,0,False
57,15685.0087890625,1140,NAA,0,False
58,15683.7216796875,1160,NAA,0,False
59,15682.4208984375,1180,NAA,0,False
60,15680.466796875,1200,NAA,0,False
61,15679.39453125,1220,NAA,0,False
62,15678.6796875,1240,NAA,0,False
63,15678.0634765625,1260,NAA,0,False
64,15677.4951171875,1280,NAA,0,False
65,15676.9638671875,1300,NAA,0,False
66,15676.45703125,1320,NAA,0,False
67,15675.95703125,1340,NAA,0,False
68,15675.1181640625,1360,NAA,0,False
69,15663.513671875,1380,NAA,0,False
70,15559.052734375,1400,NAA,0,False
71,15546.83984375,1420,NAA,0,False
72,15545.158203125,1440,NAA,0,False
73,15544.0546875,1460,NAA,0,False
74,15543.4111328125,1480,NAA,0,False
75,15542.87109375,1500,NAA,0,False
76,15542.40234375,1520,NAA,0,False
77,15541.998046875,1540,NAA,0,False
78,15541.6298828125,1560,NAA,0,False
79,15541.2861328125,1580,NAA,0,False
80,15540.9609375,1600,NAA,0,False
81,15540.6474609375,1620,NAA,0,False
82,15540.345703125,1640,NAA,0,False
83,15540.05078125,1660,NAA,0,False
84,15539.755859375,1680,NAA,0,False
85,15539.458984375,1700,NAA,0,False
86,15539.150390625,1720,NAA,0,False
87,15538.8193359375,1740,NAA,0,False
88,15538.451171875,1760,NAA,0,False
89,15538.05078125,1780,NAA,0,False
90,15537.671875,1800,NAA,0,False
91,15537.396484375,1820,NAA,0,False
92,15537.19140625,1840,NAA,0,False
93,15537.001953125,1860,NAA,0,False
94,15536.8203125,1880,NAA,0,False
95,15536.646484375,1900,NAA,0,False
96,15536.478515625,1920,NAA,0,False
97,15536.314453125,1940,NAA,0,False
98,15536.15625,1960,NAA,0,False
99,15536.0029296875,1980,NAA,0,False
100,15535.8544921875,2000,NAA,0,False
101,15535.7099609375,2020,NAA,0,False
102,15535.5703125,2040,NAA,0,False
103,15535.4345703125,2060,NAA,0,False
104,15535.30078125,2080,NAA,0,False
105,15535.171875,2100,NAA,0,False
106,15535.046875,2120,NAA,0,False
107,15534.92578125,2140,NAA,0,False
108,15534.806640625,2160,NAA,0,False
109,15534.69140625,2180,NAA,0,False
110,15534.578125,2200,NAA,0,False
111,15534.46875,2220,NAA,0,False
112,15534.361328125,2240,NAA,0,False
113,15534.2578125,2260,NAA,0,False
114,15534.15625,2280,NAA,0,False
115,15534.056640625,2300,NAA,0,False
116,15533.958984375,2320,NAA,0,False
117,15533.8662109375,2340,NAA,0,False
118,15533.7734375,2360,NAA,0,False
119,15533.68359375,2380,NAA,0,False
120,15533.5947265625,2400,NAA,0,False
121,15533.5078125,2420,NAA,0,False
122,15533.423828125,2440,NAA,0,False
123,15533.3408203125,2460,NAA,0,False
124,15533.2607421875,2480,NAA,0,False
125,15533.181640625,2500,NAA,0,False
126,15533.103515625,2520,NAA,0,False
127,15533.02734375,2540,NAA,0,False
128,15532.953125,2560,NAA,0,False
129,15532.876953125,2580,NAA,0,False
130,15532.80078125,2600,NAA,0,False
131,15532.7119140625,2620,NAA,0,False
132,15532.44140625,2640,NAA,0,False
133,15531.3818359375,2660,NAA,0,False
134,15531.26953125,2680,NAA,0,False
135,15531.19140625,2700,NAA,0,False
136,15531.12109375,2720,NAA,0,False
137,15531.0546875,2740,NAA,0,False
138,15530.98828125,2760,NAA,0,False
139,15530.92578125,2780,NAA,0,False
140,15530.86328125,2800,NAA,0,False
141,15530.80078125,2820,NAA,0,False
142,15530.73828125,2840,NAA,0,False
143,15530.67578125,2860,NAA,0,False
144,15530.609375,2880,NAA,0,False
145,15530.5283203125,2900,NAA,0,False
146,15530.369140625,2920,NAA,0,False
147,15528.796875,2940,NAA,0,False
148,15526.2939453125,2960,NAA,0,False
149,15525.853515625,2980,NAA,0,False
150,15525.6220703125,3000,NAA,0,False
151,15525.314453125,3020,NAA,0,False
152,15525.205078125,3040,NAA,0,False
153,15525.12890625,3060,NAA,0,False
154,15525.056640625,3080,NAA,0,False
155,15524.9892578125,3100,NAA,0,False
156,15524.923828125,3120,NAA,0,False
157,15524.8564453125,3140,NAA,0,False
158,15524.77734375,3160,NAA,0,False
159,15524.6845703125,3180,NAA,0,False
160,15524.6171875,3200,NAA,0,False
161,15524.5703125,3220,NAA,0,False
162,15524.5263671875,3240,NAA,0,False
163,15524.484375,3260,NAA,0,False
164,15524.4423828125,3280,NAA,0,False
165,15524.40234375,3300,NAA,0,False
166,15524.36328125,3320,NAA,0,False
167,15524.326171875,3340,NAA,0,False
168,15524.2890625,3360,NAA,0,False
169,15524.251953125,3380,NAA,0,False
170,15524.216796875,3400,NAA,0,False
171,15524.181640625,3420,NAA,0,False
172,15524.1474609375,3440,NAA,0,False
173,15524.11328125,3460,NAA,0,False
174,15524.08203125,3480,NAA,0,False
175,15524.048828125,3500,NAA,0,False
176,15524.017578125,3520,NAA,0,False
177,15523.9873046875,3540,NAA,0,False
178,15523.95703125,3560,NAA,0,False
179,15523.9267578125,3580,NAA,0,False
180,15523.8984375,3600,NAA,0,False
181,15523.869140625,3620,NAA,0,False
182,15523.83984375,3640,NAA,0,False
183,15523.814453125,3660,NAA,0,False
184,15523.78515625,3680,NAA,0,False
185,15523.759765625,3700,NAA,0,False
186,15523.7333984375,3720,NAA,0,False
187,15523.70703125,3740,NAA,0,False
188,15523.681640625,3760,NAA,0,False
189,15523.65625,3780,NAA,0,False
190,15523.6328125,3800,NAA,0,False
191,15523.607421875,3820,NAA,0,False
192,15523.583984375,3840,NAA,0,False
193,15523.560546875,3860,NAA,0,False
194,15523.5390625,3880,NAA,0,False
195,15523.515625,3900,NAA,0,False
196,15523.494140625,3920,NAA,0,False
197,15523.4716796875,3940,NAA,0,False
198,15523.44921875,3960,NAA,0,False
199,15523.4287109375,3980,NAA,0,False
200,15714.958984375,0,NSBM,0,False
201,15495.1728515625,20,NSBM,0,False
202,15460.384765625,40,NSBM,0,False
203,15441.0048828125,60,NSBM,0,False
204,15426.96484375,80,NSBM,0,False
205,15415.56640625,100,NSBM,0,False
206,15405.775390625,120,NSBM,0,False
207,15396.857421875,140,NSBM,0,False
208,15388.73828125,160,NSBM,0,False
209,15381.724609375,180,NSBM,0,False
210,15371.908203125,200,NSBM,0,False
211,15361.5029296875,220,NSBM,0,False
212,15358.716796875,240,NSBM,0,False
213,15356.3515625,260,NSBM,0,False
214,15353.16015625,280,NSBM,0,False
215,15350.345703125,300,NSBM,0,False
216,15348.845703125,320,NSBM,0,False
217,15347.61328125,340,NSBM,0,False
218,15346.744140625,360,NSBM,0,False
219,15345.794921875,380,NSBM,0,False
220,15345.0927734375,400,NSBM,0,False
221,15344.40234375,420,NSBM,0,False
222,15343.720703125,440,NSBM,0,False
223,15342.8828125,460,NSBM,0,False
224,15341.7685546875,480,NSBM,0,False
225,15341.19140625,500,NSBM,0,False
226,15340.845703125,520,NSBM,0,False
227,15340.5966796875,540,NSBM,0,False
228,15340.388671875,560,NSBM,0,False
229,15340.2080078125,580,NSBM,0,False
230,15340.0478515625,600,NSBM,0,False
231,15339.904296875,620,NSBM,0,False
232,15339.775390625,640,NSBM,0,False
233,15339.658203125,660,NSBM,0,False
234,15339.5439453125,680,NSBM,0,False
235,15339.3828125,700,NSBM,0,False
236,15339.28125,720,NSBM,0,False
237,15339.1923828125,740,NSBM,0,False
238,15339.109375,760,NSBM,0,False
239,15339.02734375,780,NSBM,0,False
240,15338.9453125,800,NSBM,0,False
241,15338.859375,820,NSBM,0,False
242,15338.767578125,840,NSBM,0,False
243,15338.66015625,860,NSBM,0,False
244,15338.53125,880,NSBM,0,False
245,15338.376953125,900,NSBM,0,False
246,15338.220703125,920,NSBM,0,False
247,15338.09375,940,NSBM,0,False
248,15337.8701171875,960,NSBM,0,False
249,15337.44921875,980,NSBM,0,False
250,15337.2705078125,1000,NSBM,0,False
251,15337.173828125,1020,NSBM,0,False
252,15337.1123046875,1040,NSBM,0,False
253,15337.0634765625,1060,NSBM,0,False
254,15337.01953125,1080,NSBM,0,False
255,15336.9833984375,1100,NSBM,0,False
256,15336.951171875,1120,NSBM,0,False
257,15336.9208984375,1140,NSBM,0,False
258,15336.8935546875,1160,NSBM,0,False
259,15336.8671875,1180,NSBM,0,False
260,15336.841796875,1200,NSBM,0,False
261,15336.8203125,1220,NSBM,0,False
262,15336.798828125,1240,NSBM,0,False
263,15336.77734375,1260,NSBM,0,False
264,15336.7578125,1280,NSBM,0,False
265,15336.7392578125,1300,NSBM,0,False
266,15336.72265625,1320,NSBM,0,False
267,15336.705078125,1340,NSBM,0,False
268,15336.6884765625,1360,NSBM,0,False
269,15336.6728515625,1380,NSBM,0,False
270,15336.658203125,1400,NSBM,0,False
271,15336.64453125,1420,NSBM,0,False
272,15336.6298828125,1440,NSBM,0,False
273,15336.6162109375,1460,NSBM,0,False
274,15336.603515625,1480,NSBM,0,False
275,15336.591796875,1500,NSBM,0,False
276,15336.580078125,1520,NSBM,0,False
277,15336.568359375,1540,NSBM,0,False
278,15336.556640625,1560,NSBM,0,False
279,15336.546875,1580,NSBM,0,False
280,15336.53515625,1600,NSBM,0,False
281,15336.5234375,1620,NSBM,0,False
282,15336.513671875,1640,NSBM,0,False
283,15336.50390625,1660,NSBM,0,False
284,15336.494140625,1680,NSBM,0,False
285,15336.4853515625,1700,NSBM,0,False
286,15336.474609375,1720,NSBM,0,False
287,15336.46484375,1740,NSBM,0,False
288,15336.4541015625,1760,NSBM,0,False
289,15336.44140625,1780,NSBM,0,False
290,15336.423828125,1800,NSBM,0,False
291,15336.4052734375,1820,NSBM,0,False
292,15336.388671875,1840,NSBM,0,False
293,15336.375,1860,NSBM,0,False
294,15336.365234375,1880,NSBM,0,False
295,15336.35546875,1900,NSBM,0,False
296,15336.34765625,1920,NSBM,0,False
297,15336.33984375,1940,NSBM,0,False
298,15336.333984375,1960,NSBM,0,False
299,15336.326171875,1980,NSBM,0,False
300,15336.3203125,2000,NSBM,0,False
301,15336.314453125,2020,NSBM,0,False
302,15336.30859375,2040,NSBM,0,False
303,15336.302734375,2060,NSBM,0,False
304,15336.298828125,2080,NSBM,0,False
305,15336.29296875,2100,NSBM,0,False
306,15336.287109375,2120,NSBM,0,False
307,15336.283203125,2140,NSBM,0,False
308,15336.27734375,2160,NSBM,0,False
309,15336.2734375,2180,NSBM,0,False
310,15336.26953125,2200,NSBM,0,False
311,15336.2646484375,2220,NSBM,0,False
312,15336.2607421875,2240,NSBM,0,False
313,15336.255859375,2260,NSBM,0,False
314,15336.251953125,2280,NSBM,0,False
315,15336.2490234375,2300,NSBM,0,False
316,15336.244140625,2320,NSBM,0,False
317,15336.2412109375,2340,NSBM,0,False
318,15336.23828125,2360,NSBM,0,False
319,15336.234375,2380,NSBM,0,False
320,15336.23046875,2400,NSBM,0,False
321,15336.2265625,2420,NSBM,0,False
322,15336.224609375,2440,NSBM,0,False
323,15336.220703125,2460,NSBM,0,False
324,15336.216796875,2480,NSBM,0,False
325,15336.212890625,2500,NSBM,0,False
326,15336.1982421875,2520,NSBM,0,False
327,15335.927734375,2540,NSBM,0,False
328,15335.4677734375,2560,NSBM,0,False
329,15335.4052734375,2580,NSBM,0,False
330,15335.388671875,2600,NSBM,0,False
331,15335.380859375,2620,NSBM,0,False
332,15335.3740234375,2640,NSBM,0,False
333,15335.369140625,2660,NSBM,0,False
334,15335.365234375,2680,NSBM,0,False
335,15335.3603515625,2700,NSBM,0,False
336,15335.357421875,2720,NSBM,0,False
337,15335.353515625,2740,NSBM,0,False
338,15335.3505859375,2760,NSBM,0,False
339,15335.34765625,2780,NSBM,0,False
340,15335.34375,2800,NSBM,0,False
341,15335.341796875,2820,NSBM,0,False
342,15335.33984375,2840,NSBM,0,False
343,15335.3369140625,2860,NSBM,0,False
344,15335.333984375,2880,NSBM,0,False
345,15335.33203125,2900,NSBM,0,False
346,15335.330078125,2920,NSBM,0,False
347,15335.3271484375,2940,NSBM,0,False
348,15335.3251953125,2960,NSBM,0,False
349,15335.3232421875,2980,NSBM,0,False
350,15335.3203125,3000,NSBM,0,False
351,15335.3203125,3020,NSBM,0,False
352,15335.3173828125,3040,NSBM,0,False
